id_category;title;description;image;total_interest;total_post;total_like;total_trivia;flag;status;date_created;date_updated;id_category_up;private;group;latitude;location;id_owner;fun;subscribe_fcm;lat;lng;country
1146;Fetish;Fetish.;https://hobbies.fboys.app/upload/assets/categs/fetish.jpg;100;100;100;100;1;1;22/03/2022 14:30;22/03/2022 14:30;2131;0;1;;;1;1;;0.0;0.0;ZZ
1147;Domination;Domination-Submission. ;https://hobbies.fboys.app/upload/assets/categs/domination2.jpg;100;100;100;100;1;1;22/03/2022 14:33;26/03/2022 11:37;2131;0;1;;;1;1;;0.0;0.0;ZZ
1148;Foreigners;Meet foreigners;https://hobbies.fboys.app/upload/assets/categs/international.jpg;100;100;100;100;1;1;22/03/2022 14:35;22/03/2022 14:38;2132;0;1;;;1;1;;0.0;0.0;ZZ
1149;Feet;Feet lovers;https://hobbies.fboys.app/upload/assets/categs/feet.jpg;100;100;100;100;1;1;22/03/2022 14:37;03/04/2022 15:43;2131;0;1;;;1;1;;0.0;0.0;ZZ
1150;Bondage;Bondage;https://hobbies.fboys.app/upload/assets/categs/bondage.jpg;100;100;100;100;1;1;22/03/2022 14:42;26/03/2022 11:36;2131;0;1;;;1;1;;0.0;0.0;ZZ
1151;Pupplay;Pupplay;https://hobbies.fboys.app/upload/assets/categs/pupplay.png;100;100;100;100;1;1;22/03/2022 14:43;22/03/2022 14:43;2131;0;1;;;1;1;;0.0;0.0;ZZ
1153;Young Couples;Young couples for fun;https://hobbies.fboys.app/upload/assets/categs/young2.jpg;100;100;100;100;1;1;22/03/2022 14:55;26/03/2022 11:40;2135;0;1;;;1;1;;0.0;0.0;ZZ
1156;Outdoor;Outdoor cruising;https://hobbies.fboys.app/upload/assets/categs/cruising_outdoor.jpg;100;100;100;100;1;1;22/03/2022 15:04;24/04/2022 02:21;2133;0;1;;;1;1;;0.0;0.0;ZZ
1157;Naturism;Naturism;https://hobbies.fboys.app/upload/assets/categs/naturisme.jpg;100;100;100;100;1;1;22/03/2022 15:24;26/03/2022 11:37;2133;0;1;;;1;1;;0.0;0.0;ZZ
1158;Suckers;Suckers;https://hobbies.fboys.app/upload/assets/categs/pompeur.PNG;100;100;100;100;1;1;22/03/2022 16:00;26/03/2022 11:35;2134;0;1;;;1;1;;0.0;0.0;ZZ
1159;Arabic;And those who like them. ;https://hobbies.fboys.app/upload/assets/categs/arabic3.jpg;100;100;100;100;1;1;22/03/2022 16:03;11/04/2022 12:53;2132;0;1;;;1;1;;0.0;0.0;ZZ
1160;Asian;And those who like them. ;https://hobbies.fboys.app/upload/assets/categs/asian.jpg;100;100;100;100;1;1;22/03/2022 16:04;23/03/2022 10:11;2132;0;1;;;1;1;;0.0;0.0;ZZ
1161;Black;And those who like them. ;https://hobbies.fboys.app/upload/assets/categs/black.jpg;100;100;100;100;1;1;22/03/2022 16:07;26/03/2022 11:35;2132;0;1;;;1;1;;0.0;0.0;ZZ
1162;Latin;And those who like them. ;https://hobbies.fboys.app/upload/assets/categs/latin.jpg;100;100;100;100;1;1;22/03/2022 16:08;23/03/2022 10:10;2132;0;1;;;1;1;;0.0;0.0;ZZ
1163;Twink;And those who like them. ;https://hobbies.fboys.app/upload/assets/categs/twink.jpg;100;100;100;100;1;1;22/03/2022 16:14;27/04/2022 13:42;2136;0;1;;;1;1;;0.0;0.0;ZZ
1164;Bears;And those who like them. ;https://hobbies.fboys.app/upload/assets/categs/bear.jpg;100;100;100;100;1;1;22/03/2022 16:17;23/03/2022 10:11;2136;0;1;;;1;1;;0.0;0.0;ZZ
1165;Hairy;And those who like them. ;https://hobbies.fboys.app/upload/assets/categs/hairy.jpg;100;100;100;100;1;1;22/03/2022 16:18;26/03/2022 11:35;2136;0;1;;;1;1;;0.0;0.0;ZZ
1166;Muscle;And those who like them. ;https://hobbies.fboys.app/upload/assets/categs/muscle.jpg;100;100;100;100;1;1;22/03/2022 16:21;23/03/2022 10:10;2136;0;1;;;1;1;;0.0;0.0;ZZ
1167;Bottoms;Only for bottoms. ;https://hobbies.fboys.app/upload/assets/categs/powerbottom.gif;100;100;100;100;1;1;22/03/2022 16:27;30/04/2022 19:15;2134;0;1;;;1;1;;0.0;0.0;ZZ
1168;Tops;Only for tops. ;https://hobbies.fboys.app/upload/assets/categs/top.jpg;100;100;100;100;1;1;22/03/2022 16:30;02/05/2022 07:32;2134;0;1;;;1;1;;0.0;0.0;ZZ
1171;Friendship;Friends;https://hobbies.fboys.app/upload/assets/categs/friends.jpg;100;100;100;100;1;1;22/03/2022 16:58;24/03/2022 10:41;2103;0;1;;;1;0;;0.0;0.0;ZZ
1172;Relationship;Looking for charming prince.;https://hobbies.fboys.app/upload/assets/categs/husband.jpg;100;100;100;100;1;1;22/03/2022 22:33;23/05/2022 16:31;2135;0;1;;;1;0;;0.0;0.0;ZZ
1173;XL;And those who like them;https://hobbies.fboys.app/upload/assets/categs/xl.jpg;100;100;100;100;1;1;23/03/2022 10:48;26/03/2022 11:34;2136;0;1;;;1;1;;0.0;0.0;ZZ
1174;Rights;Rights for us and for all!;https://hobbies.fboys.app/upload/assets/categs/international_rights.png;100;100;100;100;1;1;23/03/2022 11:15;23/03/2022 11:15;2119;0;1;;;1;0;;0.0;0.0;ZZ
1175;Yoga;Yoga;https://hobbies.fboys.app/upload/assets/categs/yoga.jpg;100;100;100;100;1;1;23/03/2022 11:24;23/03/2022 11:24;2102;0;1;;;1;0;;0.0;0.0;ZZ
1176;Tantra;Tantra;https://hobbies.fboys.app/upload/assets/categs/tantra.jpg;100;100;100;100;1;1;23/03/2022 11:37;26/03/2022 11:34;2102;0;1;;;1;0;;0.0;0.0;ZZ
1177;Jogging;Running;https://hobbies.fboys.app/upload/assets/categs/run.PNG;100;100;100;100;1;1;23/03/2022 11:47;24/03/2022 10:41;2117;0;1;;;1;0;;0.0;0.0;ZZ
